game,outcome,end_reason,n_moves,loss,moves
2240,W,material_resign,101,3.799249,c2c3 g7g5 f2f4 d7d5 g1h3 e7e5 d1b3 c7c6 a2a4 b8d7 a1a3 g8f6 g2g4 f8a3 h3g1 h8g8 b3b4 g8h8 h2h3 h7h6 h1h2 h8g8 b4c5 g8g6 a4a5 d8e7 f4e5 a8b8 h3h4 f6e4 c5d5 e7f8 d5e4 f8e7 h2h3 d7f6 e4d4 e7c5 e1f2 f6h7 h3f3 h6h5 f2e1 c8d7 d4d3 e8d8 f3f2 d8e8 g1f3 e8e7 f3g5 b7b6 f1g2 c5e5 b2b4 c6c5 g2f3 e5d4 d3d4 g6g5 b4b5 a3b4 d2d3 h7f8 b1d2 e7d8 d4d5 d8c7 d2c4 d7e8 c1d2 b8d8 c4d6 d8d6 d5e5 f7f5 e5h8 e8f7 e1d1 f7e8 e2e3 e8d7 e3e4 d6c6 d1e2 g5g6 g4f5 g6g5 d3d4 c7d6 d2e3 d7f5 f3g2 d6c7 h8g7 c7b8 b5c6 g5g6 g2f3 g6g5 e3f4
2241,W,material_resign,23,3.993643,e2e4 e7e5 d1g4 d8g5 b1a3 h7h6 c2c3 d7d5 h2h3 c7c6 g4f5 h6h5 d2d4 g8e7 e1e2 e8d8 h3h4 b8a6 f5g5 h8g8 g5e5 b7b5 e5d5
2242,B,material_resign,14,4.105431,g2g3 e7e5 c2c4 g7g5 d1a4 a7a6 g3g4 g8f6 a4d7 b8d7 a2a3 f6g8 g1h3 h7h6
2243,B,material_resign,68,4.036677,c2c3 h7h5 e2e3 f7f6 d1g4 a7a5 f2f3 f6f5 g4g7 e7e5 a2a4 c7c6 g7h8 d8e7 e1f2 a8a7 f2e1 e7d8 g1h3 d8c7 h3g1 f8e7 e3e4 e8f7 h2h3 a7a8 f3f4 g8f6 e1e2 e5f4 d2d4 d7d5 e2f3 e7f8 h8h6 f8g7 c1d2 b8a6 h6h5 f6h5 g2g3 b7b6 e4f5 c8b7 f1g2 a6b4 a1a2 a8b8 f3f2 b4a2 h3h4 g7f8 g1f3 b8a8 h1g1 f7e8 d2e3 f8g7 g2h3 c7e7 e3d2 e7e6 g1h1 f4g3 f2g1 e6e5 f3g5 a2c1
2244,B,value_resign,26,3.865999,e2e4 e7e5 f1d3 f8d6 h2h4 g8f6 d1g4 h7h5 f2f4 c7c6 g4g7 h8g8 e1e2 d8c7 c2c3 b8a6 g1f3 c7d8 b1a3 f6d5 a3b5 d8b6 h1h3 e8e7 e2e1 b6b5
2245,B,material_resign,12,4.139794,b2b3 g8f6 e2e4 a7a5 d1g4 c7c5 d2d4 f6g4 e4e5 d8b6 c2c3 f7f6
2246,D,cap_draw,150,3.946464,c2c3 e7e5 d1b3 d8g5 b3c2 e8e7 c2h7 b7b5 h7h6 e7e8 e1d1 f8b4 e2e4 d7d5 d2d4 e8e7 f1b5 g5g2 e4d5 b8d7 b5f1 a7a6 c1d2 g7g5 f1g2 h8h7 a2a4 g8h6 h2h3 e7f6 a4a5 c8b7 g2e4 b7d5 f2f3 a8b8 e4h7 h6g4 d2c1 d5e6 f3f4 g4h6 f4e5 f6e7 h3h4 e7d8 d1e2 h6f5 c3c4 c7c6 h1h2 b8a8 a1a2 f5d4 e2d3 d8c7 g1h3 f7f5 c1d2 a8a7 d2c3 a7b7 d3d2 d7f8 b1a3 e6f7 h4h5 f7c4 d2d1 b7b6 h2g2 c4f7 g2g3 d4e2 d1d2 b6b5 d2e1 b4c5 e1d2 f8d7 a3c4 f7g6 a2a3 e2c3 a3a4 b5b3 g3g4 c7b7 g4d4 d7f6 c4a3 b7c8 d2c1 f6e8 c1d2 c8b8 d4d3 b8a8 d2e1 b3b7 d3d1 b7e7 d1d2 a8b8 h3f2 e7f7 a3c2 c5b4 d2d3 b8c8 c2a1 g5g4 d3d6 c8c7 a4a3 c7c8 h7g6 f7f6 e1f1 b4c5 d6d8 c8d8 f1e1 c3e2 e1d1 d8e7 d1d2 e7d8 a3a4 d8c7 a4d4 f6f7 a1b3 f7e7 d2d1 c5b4 d1e2 c7b7 d4g4 e8g7 e2d1 b4a3 d1e2 e7e6 e2d1 e6e7 d1e2 e7e8 e2f1 e8e7
2247,D,cap_draw,150,3.795544,g1f3 e7e6 d2d3 f7f6 e2e4 f6f5 e1d2 d8g5 d2c3 c7c6 d1d2 b7b5 f3h4 e8e7 b2b3 g5g6 b1a3 b8a6 h4f3 g8h6 f3h4 a6b8 d2e1 c6c5 h4f5 e6f5 f2f4 a7a5 d3d4 d7d5 c1b2 c8b7 b3b4 b8a6 a3c4 e7e8 e4d5 e8d8 b4a5 d8c8 d5d6 g6g5 g2g3 g5g6 f1h3 g6h5 a1b1 g7g6 e1f1 a8a7 f1g1 h8g8 c4e5 b7f3 b1a1 g8g7 b2a3 f8e7 c3b2 b5b4 a1c1 e7d8 b2b1 h6g4 e5f7 g6g5 d6d7 a7d7 c2c3 d8c7 d4d5 d7d6 c3c4 c8d7 c1d1 d7e8 d1e1 e8d7 b1c1 g5f4 c1b2 h7h6 e1d1 g7g6 g3f4 d7c8 b2c2 g6g5 d1e1 c8b7 e1d1 d6d7 d1d2 g5g6 c2d3 g6g5 d2d1 d7d8 d1e1 d8e8 a3b4 e8f8 d5d6 h5h3 e1f1 h6h5 f7e5 f8e8 d6d7 e8d8 g1g4 d8d7 d3c2 c5b4 a2a3 d7d6 f1g1 b7c8 c2b3 f3e4 e5f3 h3h4 g4g5 d6d7 h2h3 d7d6 g5g2 h4f4 g2f2 d6d7 f2g2 d7d6 g2f1 a6b8 f1g2 f4f3 b3a2 b8a6 g2g7 d6d4 a2b2 c8d8 g1e1 e4b1 e1f1 d8c8 f1g1 f3c3 b2b1 b4b3
2248,B,material_resign,10,3.824981,e2e4 a7a6 d1g4 g8f6 f2f4 f6g4 b1c3 g4h2 c3d5 f7f5
2249,B,material_resign,46,3.759019,c2c3 e7e6 f2f4 d7d5 e2e3 f7f5 d1g4 d8e7 b2b4 c7c6 g4g3 b8a6 c3c4 b7b5 e1e2 a6b4 e3e4 e7c5 c4d5 g7g6 b1a3 e8e7 g3g6 a7a5 a3c4 c5d5 d2d4 d5c4 e2e1 c4c2 c1d2 g8h6 h2h3 e7d6 h1h2 d6e7 f1e2 c2c3 g6g8 c6c5 e1f1 h6g8 a1d1 a8b8 d2e1 h7h6
2250,W,value_resign,46,3.741713,c2c3 b7b6 a2a4 a7a6 d1c2 c7c5 f2f4 f7f5 g1h3 e7e6 d2d4 e8f7 a4a5 c5c4 e1f2 d8e7 c2f5 f7e8 h3g5 b6b5 f2f3 g8h6 f5e4 a8a7 g5h7 b5b4 b2b3 e7f7 c1e3 e8e7 e4e5 h6g4 f3e4 h8g8 h2h3 g7g6 h1g1 a7b7 e5e6 e7d8 g2g3 d8c7 e6f7 f8g7 g1h1 g8h8
2251,W,value_resign,76,3.841683,g2g4 g8f6 a2a4 e7e5 d2d3 f8e7 b2b3 h8g8 d3d4 b8a6 h2h3 c7c5 e2e4 a8b8 f1c4 d8c7 b1d2 g8h8 c4b5 f6g4 b5e2 d7d6 a1b1 e8d7 h1h2 g7g6 d4e5 b7b5 d2f3 h8g8 c1b2 g8h8 b2d4 g6g5 b3b4 b8a8 b1c1 g4h6 f3d2 h8g8 g1f3 g8h8 h2g2 c8b7 e2c4 d7c8 a4a5 c8d7 c2c3 h8f8 d4e3 a6b8 b4c5 c7c6 g2g3 a7a6 c1a1 c6c5 a1a2 b8c6 c4d3 d7e6 a2c2 c6d4 f3h2 f8g8 g3f3 d4b3 d3e2 c5c3 h3h4 b3d4 c2c3 d4f5 d1c1 b7c8
2252,W,material_resign,97,3.898512,c2c3 d7d5 d1b3 c8h3 g2g4 e7e6 f2f4 b8c6 d2d3 d8g5 b3a4 g8h6 e1f2 h6f5 b2b4 e8e7 a4a5 c6d4 c3c4 c7c6 c1a3 g5g6 a5d5 e7e8 f1g2 h7h6 g2f3 f8e7 f2e1 h8g8 e1d1 g8h8 d1e1 h6h5 e1f2 h8g8 c4c5 e7g5 d5d4 g8h8 f2e1 h8g8 e1f2 g8f8 f2e1 a7a5 e1d1 a5a4 d1e1 a8b8 e1d1 b7b6 d4b2 b8c8 b2c1 c8d8 c1b2 f7f6 f3e4 e6e5 g1f3 f8h8 d1e1 e5f4 b2b3 d8b8 h1f1 f5e7 f1g1 h8g8 b3a4 b8b7 e1d1 e8f8 e4f5 b6c5 a4a5 e7f5 a5a6 f8f7 f3e1 g8h8 d1c2 h8h6 a6a5 f7e8 e2e4 f4f3 e4e5 e8f7 g4h5 f7g8 h5g6 g5d2 g1g5 h6h5 b4c5
2253,W,material_resign,27,3.763136,g2g4 d7d6 c2c4 d6d5 e2e4 e7e6 e1e2 d8e7 e2e3 g7g6 d1a4 c7c6 f2f4 e7d8 b1a3 d8g5 g1f3 e8e7 a4d1 b8a6 f1e2 d5e4 f3g5 b7b6 d2d4 e7d7 d1g1
2254,W,material_resign,31,3.695179,f2f3 e7e6 f3f4 d7d5 d2d4 b7b6 a2a3 b8a6 g1h3 e6e5 h1g1 a6b8 d1d3 d8g5 a1a2 e8e7 b1d2 f7f5 b2b3 a7a5 a3a4 c7c5 d4c5 c8d7 e1f2 h7h5 h3g5 a8a6 g2g3 e7f6 c1b2
2255,W,material_resign,11,3.844732,g1f3 b7b6 a2a4 e7e6 e2e3 d8g5 f3g5 f7f5 e3e4 g8e7 d1g4
2256,W,value_resign,17,4.076509,h2h3 e7e6 e2e4 d8g5 d1g4 b7b5 g4e6 g5e7 a2a4 f7f5 b2b3 d7d6 f1b5 c8d7 b5e2 g8h6 e2a6
2257,B,material_resign,120,3.868960,c2c3 c7c6 b1a3 d8b6 d1b3 f7f5 h2h4 g7g6 b3e6 e8d8 a1b1 g8h6 h1h2 d8c7 f2f4 a7a6 a3c4 f8g7 g1h3 b6g1 b2b3 h6f7 d2d3 h7h6 a2a3 g6g5 c1e3 a6a5 g2g3 a8a7 e3f2 d7d6 b1a1 f7e5 h3g5 c7d8 g3g4 b8a6 g5f7 d8e8 a1b1 h8g8 b1a1 a6b8 f4e5 d6d5 f7d8 c6c5 h2h3 g8h8 a1a2 h8g8 f2g3 b7b6 e1d1 g7h8 d1d2 g1g3 g4g5 g3e5 g5g6 e8f8 f1g2 b8c6 g2f1 f8e8 d8f7 e5g3 e6c8 c6d8 f1g2 g3g4 f7d8 d5c4 h3h2 e8f8 g2f3 a7a6 d2e3 f8g7 a2a1 g7f8 h2h3 f8g7 d8f7 g8f8 e3d2 f8g8 a1a2 g7f6 d2e3 a5a4 f3g2 h8g7 g2f3 c4d3 c8f5 g4f5 e3d2 g7f8 e2e3 g8g7 h3g3 g7g6 f3g2 g6g5 g2h1 f8g7 d2c1 e7e6 c3c4 g5h5 g3g2 a6a7 g2g1 h5h4 a2a1 b6b5 c1d2 h4h5
2258,W,material_resign,91,4.008168,e2e4 g7g5 d1h5 d7d5 g1h3 e7e6 h5h7 f8b4 f2f4 e6e5 e1e2 e8d7 d2d3 g8f6 b1a3 a7a5 e2f3 h8e8 h3g5 f6e4 b2b3 e8e7 c1b2 e4f2 a1b1 d8g8 b2a1 f2h1 h2h3 g8g6 a1e5 c7c6 f1e2 d7e8 e5g7 c8d7 b1a1 b4c5 a3b5 d7e6 e2f1 e8d7 g5e6 d7e8 b5c7 e8d7 a1b1 g6g5 b1c1 a8a7 g2g4 a7a6 c2c3 c5f2 c1c2 g5g6 c7d5 g6h5 f4f5 b7b6 d5e7 a5a4 f3e2 a6a5 a2a3 c6c5 f1g2 b8c6 e2d1 f7f6 g2f1 c6b4 f1g2 d7d6 e6d4 d6d7 g2f1 d7d8 g7f8 c5c4 e7g6 b6b5 f1e2 h5h4 e2f3 f2e1 a3b4 e1d2 f3g2 d8e8 d3c4
2259,W,material_resign,59,3.824632,d2d4 a7a5 c2c3 f7f6 c1d2 f6f5 e2e4 b8a6 d1g4 a6b4 g4d1 b4d3 f1d3 d7d6 d3e2 d6d5 d1c2 e7e5 e2f3 d8e7 g1e2 e8f7 e2g3 b7b6 c2d3 a8a6 e1f1 f7e6 g3h5 e7h4 h1g1 h7h6 c3c4 c7c6 e4d5 e6e7 f1e2 g8f6 d3e4 c8b7 a2a4 h4h2 d5d6 e7e8 g1e1 h8g8 e4e5 e8d8 e1d1 g8h8 d1e1 h2f4 e2d3 f8e7 e5f4 g7g5 d6e7 d8e8 f3e2
2260,B,checkmate,78,4.030653,e2e4 c7c6 g1h3 d8b6 e1e2 a7a5 b1a3 g7g5 c2c3 h7h6 d1e1 h8h7 h3g5 a8a7 a3c2 d7d6 g5f7 c6c5 e2d3 e8f7 e4e5 f7e8 d3e2 d6e5 e2e3 b8a6 e3e4 f8g7 a2a4 e8d8 e4d5 d8e8 g2g4 b6b5 f1g2 e8d7 g2f1 b5b3 f1c4 h6h5 a1b1 g7h6 h1g1 h6f4 g1h1 b3a2 h2h4 h7h8 e1g1 a6b8 g4h5 e7e6 d5e4 a2a3 g1f1 f4g5 f2f4 g8f6 e4e3 h8h7 d2d4 d7d8 h1g1 h7h6 f4g5 f6g8 g1g2 d8d7 e3e4 b7b6 f1e2 c5d4 e2f1 a7a6 f1f2 c8b7 e4e5 a3d6
2261,W,material_resign,65,3.860907,e2e4 b7b6 d1g4 e7e6 f1e2 f8d6 e1f1 e6e5 g1h3 h7h6 b1a3 d8g5 c2c3 e8e7 h3f4 e7e8 f4d3 g5f6 g4h4 c8b7 e2d1 b7c6 f2f3 c6a4 c3c4 b6b5 a1b1 d6a3 f3f4 f6f5 h1g1 h8h7 d1e2 c7c6 f1e1 b5c4 h4g4 f5f6 g1f1 c4d3 g4g7 a7a5 g2g3 d7d5 g7h7 b8a6 f1h1 f6f5 e1f2 f5f4 e2f3 a8b8 e4d5 e8d8 f2e1 d8e8 d5c6 e8e7 f3e2 f4f3 e2f3 e7d6 h2h3 e5e4 f3d1
2262,W,material_resign,25,3.921579,a2a4 c7c5 g1f3 e7e5 f3g1 f7f5 e2e3 d8g5 d1g4 g5g6 g4f5 g6g4 d2d4 c5c4 c2c3 g4h4 g1e2 e5d4 b1a3 h4f6 f5f6 b7b6 h1g1 d7d6 a1b1
2263,B,material_resign,98,4.013961,h2h3 f7f6 b1c3 a7a5 a2a3 f6f5 e2e3 c7c6 d1e2 e7e6 c3b5 d7d5 e3e4 h7h5 h1h2 d5d4 b5c7 e8e7 a1a2 e7f7 c7e8 d8g5 c2c3 g8f6 h3h4 d4d3 g2g3 e6e5 c3c4 b7b6 e2e3 c8b7 f1e2 f6e8 a3a4 b8a6 h2h1 h8h7 h1h2 f8e7 e3b6 g5h4 a2a3 a8b8 b6b7 c6c5 b7b6 f5e4 e1d1 b8b7 g3g4 e7d8 b6d8 b7b5 h2h3 a6c7 d8c7 f7e6 c7d6 e6f7 h3g3 b5b4 b2b3 g7g6 d6g6 f7f8 g1f3 d3e2 d1e2 h7h6 f3g1 b4b3 d2d4 f8e7 e2f1 e7f8 c1e3 c5d4 g6g7 e8g7 f1e1 h4g5 g1f3 g5h4 e3f4 f8g8 f3g1 g8h8 e1d2 e4e3 d2c2 h8h7 g1f3 b3a3 c2c1 h4g5 c1b2 h6b6
2264,B,material_resign,30,3.954723,b1a3 d7d5 f2f4 f7f5 a3b5 e7e5 f4e5 c7c6 a1b1 b8d7 e2e3 f8c5 b1a1 d8g5 a1b1 g5f4 d1f3 g8e7 a2a3 f4g5 f3f4 h7h5 g2g3 h8g8 d2d3 g5f4 b2b3 g7g6 h2h4 f4g5
2265,B,material_resign,18,3.954958,f2f3 d7d6 g2g3 b7b6 e2e4 a7a5 c2c3 c8g4 d1a4 c7c6 f3f4 d8c7 a4c6 c7c6 b2b3 g4c8 a2a3 c6c5
2266,W,material_resign,57,3.774474,g2g3 d7d5 g1f3 f7f5 f3g1 d8d6 h2h3 b8c6 e2e3 e7e6 h3h4 g7g6 d1e2 c6e5 f2f3 c7c6 b2b4 e8e7 e1d1 a7a5 d2d4 e7e8 e3e4 e5g4 f1g2 a8a6 a2a3 a6a8 c1d2 e8f7 g2h3 b7b6 c2c3 d6b8 a3a4 g4h2 d2e3 g8e7 b4b5 a8a6 e2f1 h7h6 b1d2 e7g8 e4d5 c6c5 f1g2 f8e7 d1e1 c8b7 e1f2 b8g3 g2g3 e7d8 g3g5 d8e7 h3f1
2267,W,value_resign,40,4.110791,e2e4 g8f6 d1g4 d7d5 c2c3 f6e4 g4g7 c8f5 g1h3 e4d6 g7h8 e7e5 f2f4 b8c6 d2d4 h7h6 a2a3 d8d7 e1d1 d7d8 d1d2 b7b6 c3c4 d8f6 b1c3 b6b5 c3b5 f5e4 c4c5 c6b4 a1a2 e8d7 g2g4 d7e8 h1g1 c7c6 b5d6 e8e7 d2e3 f6e6
2268,B,value_resign,65,3.957777,c2c3 c7c6 e2e4 e7e6 f2f4 d8e7 d1h5 b7b5 d2d4 e7c5 h2h4 e8e7 h5f3 c5d6 b1a3 f7f5 e1e2 d6d5 a3b1 c8a6 e2e3 c6c5 a2a3 g7g6 c1d2 c5c4 g1e2 g8h6 a3a4 h8g8 h1g1 e7e8 g1h1 h6f7 f3g3 b5a4 h1h2 f8d6 d2e1 d6e7 e3f2 e8f8 h2h3 d5a5 f2e3 a5b6 e1d2 e7d8 e3f2 d7d6 h3h2 d8h4 h2h3 f8g7 f2e1 h4e7 a1a2 f7g5 h3h4 g7f6 a2a4 g8h8 a4a5 h7h6 e4e5
2269,B,material_resign,14,3.854965,c2c3 b8c6 f2f4 b7b5 d1b3 a7a6 e2e4 e7e5 b3f7 e8f7 b1a3 g8e7 d2d4 c6a7
2270,B,material_resign,20,3.872542,c2c4 d7d6 e2e4 b7b5 d1g4 g7g5 e1e2 f7f6 f2f3 b5b4 h2h3 b8a6 b2b3 f6f5 e2d3 f5g4 f3f4 c7c5 d3e2 e8d7
2271,B,material_resign,68,3.962567,e2e3 e7e6 c2c3 c7c6 d2d4 f7f5 d1g4 d8g5 b1a3 h7h5 f2f4 b8a6 a1b1 e6e5 a3b5 d7d5 b2b3 g8f6 h2h3 a6b4 b5c7 e8e7 c1d2 h8h7 c7d5 b4d5 f1e2 b7b6 b1d1 b6b5 e2d3 g5f4 h1h2 e7d8 g1e2 g7g5 h3h4 d8e8 d4e5 d5b6 g4f3 b6c4 d3c2 f8e7 f3g4 h7h6 g4f3 f4e5 h2h3 f5f4 b3b4 c4e3 c3c4 f6g8 f3f4 h6f6 f4f6 c8e6 e2c3 g8f6 d2e3 e6g8 d1d8 e8d8 c4c5 f6e4 a2a4 g8c4
2272,W,material_resign,51,4.025756,f2f3 a7a6 g2g4 e7e6 e2e3 d8g5 d2d4 b7b6 c2c3 e8d8 b2b4 c7c6 b1a3 f7f5 a3c2 h7h6 g4f5 g5h4 e1e2 d8c7 f5e6 g7g5 a2a3 c6c5 d4c5 c8b7 a1a2 c7c6 c2a1 h8h7 d1e1 f8g7 e2d3 a8a7 c1d2 b7c8 e3e4 a7a8 d3e2 c8b7 d2c1 b7c8 e1f2 g7f8 c1e3 g8f6 f2h4 f6g4 a2b2 h7e7 h4h5
2273,W,material_resign,47,3.969259,e2e3 d7d5 d2d4 f7f6 g2g3 e7e5 b1a3 e5e4 d1g4 a7a5 c2c3 g7g6 f1c4 c7c6 h2h3 h7h5 a3b1 d8c7 g4g6 e8d8 b1a3 f8g7 c1d2 a5a4 c4b3 c7g3 b3d5 d8c7 e1d1 b7b6 a3b5 c7d8 h1h2 c8b7 b5c7 a8a7 h3h4 a7a6 h2h3 f6f5 g1f3 g7f8 h3g3 f8e7 g6h6 g8f6 g3g6
2274,W,material_resign,89,4.145476,g1f3 e7e6 g2g4 d8h4 h2h3 f7f5 e2e4 e6e5 b1a3 b8a6 a1b1 d7d5 f3g1 f8c5 a3b5 e8e7 b2b3 f5g4 d2d4 a8b8 b5d6 c5a3 d6f7 b7b6 b3b4 e7f7 e1e2 h7h5 d4e5 b6b5 b1b3 c8b7 c1e3 a6c5 b3c3 h8h6 e2d2 h6h7 f1e2 g8e7 e2d3 g7g6 h1h2 c5b3 d2e1 b7a8 e3d4 g6g5 d3e2 f7g8 h2h1 g8f8 h1h2 f8g8 d1d3 g8f8 h2g2 e7g8 g2g4 h7g7 d4a7 g8e7 c3b3 d5d4 d3d2 e7g8 e2b5 g7g6 d2d3 f8g7 e1d1 g7f8 d3f1 g6f6 f1e2 f6d6 b3e3 d6d7 b5c4 f8e7 e2f3 a8c6 f3e2 d7d8 a7b8 d8d7 e2f1 d7d6 g1e2
2275,W,material_resign,107,3.936766,b1a3 a7a5 c2c4 e7e5 d1c2 f8e7 f2f4 g7g5 e1f2 b8a6 e2e4 e8f8 f2e3 a6c5 e3f3 h7h6 c2c3 e7d6 h2h4 h8h7 h1h2 g8e7 a1b1 h7g7 h2h3 e7g8 b1a1 d8e8 h4g5 c7c6 g5g6 e8e6 f3e2 a8a6 a3b5 f7f5 h3h4 g8e7 e2e1 d6c7 g1h3 b7b6 a2a4 a6a7 g2g4 a7a6 a1a2 e7d5 e1f2 e6e7 f1g2 e7e8 b5c7 f8e7 f2f1 e8f8 d2d4 g7g8 c7e8 f8g7 f1e1 g7h8 e4d5 c5a4 e1d2 e7d8 d2e3 h8h7 e3d2 c8b7 a2a3 g8f8 c3b4 b7c8 d2e1 d7d6 e1d2 f8h8 h3f2 e5e4 f2h1 c8e6 g4g5 b6b5 b4b5 d8e7 g2h3 e6d7 e8g7 h6h5 b5b8 h8f8 d2e1 d7c8 a3a2 f8h8 e1d1 e7d8 d1d2 d8e7 a2a3 c8d7 b8h8 h7h6 d2e3 d7e8 a3c3
2276,B,value_resign,23,3.693748,e2e4 b7b6 f2f3 d7d5 b2b4 e7e5 d1e2 h7h6 h2h3 b6b5 e2b5 e8e7 b5a5 h6h5 c2c3 g8f6 c1b2 c7c6 a5c7 d8c7 c3c4 c8b7 f3f4
2277,W,material_resign,127,3.971821,g1f3 d7d6 c2c4 f7f5 h1g1 b8a6 b1c3 e7e6 d1b3 c7c6 h2h3 e8d7 c3e4 a6c5 e2e3 e6e5 d2d4 d8h4 b3a3 b7b6 f3g5 b6b5 e1d2 d7c7 b2b3 h7h6 f1d3 a7a6 g5h7 b5c4 d3c2 c4c3 d2e1 h4h5 g2g3 f5e4 b3b4 a8a7 c2d3 f8e7 d3e2 g7g6 h3h4 c7b8 g1h1 c8d7 h1h2 b8b7 a1b1 d7e8 f2f3 h5g4 h2h1 c5d7 h1h2 c6c5 e2d1 b7c8 d1e2 a7c7 c1b2 c8d8 h2h1 g8f6 e2f1 h8g8 d4c5 d8c8 f1e2 h6h5 e1d1 d7b6 c5b6 g6g5 d1e1 g4g3 e1f1 c8d7 b4b5 g8f8 h1h2 f8g8 e2d1 f6g4 h2g2 g8f8 b5a6 c7c6 f1g1 f8f7 b1a1 c6c5 g1h1 d7e6 a3a5 e7d8 b6b7 f7f6 b2a3 e8f7 g2f2 f6g6 f2f1 d8e7 f1f2 f7g8 f2c2 e7d8 d1e2 d8c7 c2c1 e6d7 h7f6 d7c6 e2f1 c7b8 f1g2 g6g7 c1c2 g7g6 f6g8 g3g2 h1g2 c6d7 c2d2 c5c6 d2d4
2278,B,material_resign,68,3.776357,e2e3 c7c5 d1g4 b8a6 g4d7 e8d7 f1a6 e7e6 f2f3 d8e8 c2c3 e6e5 f3f4 b7b5 g2g3 e8d8 e1e2 d8h4 a2a3 c8b7 a3a4 b7c8 e3e4 d7d6 d2d4 h4h6 a6b7 b5b4 b7c8 g8e7 b1a3 d6c7 a1b1 e7c6 a4a5 h6h5 e2d2 h7h6 g1f3 a8b8 d4e5 h5g4 h1g1 g4g3 d2e2 c6d8 g1h1 h6h5 b2b3 g3g6 c8b7 h8g8 f3g1 g8h8 b1a1 b4a3 e2f1 h8g8 f1e2 g8h8 g1f3 h8g8 e2e3 c7b7 f3g5 b7c8 a5a6 h5h4
2279,D,cap_draw,150,3.973724,e2e4 e7e6 d1g4 d8g5 c2c3 g7g6 g4e6 g8e7 d2d4 b8a6 e1e2 f7f6 f2f4 a8b8 b1d2 g5f4 b2b3 g6g5 b3b4 a6b4 c3c4 c7c6 g1f3 f4f5 a1b1 f5e4 d2e4 f8g7 e6g4 f6f5 c1b2 h8g8 b2a3 g7f8 e2d2 f5f4 h2h3 c6c5 b1e1 f8g7 g4d7 c8d7 d2c1 b4d5 c1d2 g7h6 d2c1 g8g6 c1d2 d7e6 d2e2 e6d7 h1g1 g6g7 g1h1 e8f8 f3h4 c5d4 a3e7 f8g8 e7d8 d7c8 a2a3 c8d7 e2f2 g8h8 e1e2 h8g8 f2e1 a7a6 e1f2 g8h8 d8e7 d4d3 f2e1 d7c8 e7d6 c8d7 e1d1 g7f7 e2e3 d7c6 d1c1 h8g8 c1b2 f4e3 a3a4 e3e2 d6g3 g8h8 b2a1 h8g8 h1g1 g8f8 g1h1 f7f2 h1g1 d5c3 a4a5 c3b1 e4c5 f8g8 c5a4 g8f8 a1a2 f8e8 a2a1 b7b5 f1e2 g5h4 g1b1 e8d8 e2f1 b5c4 b1b2 b8a8 b2b3 d8d7 b3a3 a8f8 a4c5 d7d8 a3a2 f8e8 c5e4 e8e7 a2a3 c6d7 a3a4 c4c3 e4f2 e7e6 a4c4 d8e7 c4c3 e6f6 c3d3 d7c8 d3d4 c8b7 a1b1 e7e6 d4d3 f6f5 d3f3 f5f6 g3f4 b7a8 b1c1 e6d7
2280,B,value_resign,45,3.860842,e2e3 h7h6 f2f3 d7d5 f1e2 e7e5 f3f4 d8g5 h2h3 c8d7 b1c3 d7c8 f4e5 g8e7 c3d5 b7b5 a1b1 g5g4 a2a4 c7c6 c2c3 c8a6 g1f3 h8h7 f3d4 g7g6 d4e6 g4g3 e1f1 b5b4 h1g1 b4b3 d1e1 g3g4 e2c4 c6c5 h3h4 g4g3 e3e4 f8g7 e1d1 g6g5 d5f6 g7f6 d1e2
2281,B,material_resign,138,3.837845,h2h4 e7e5 f2f3 d8g5 c2c3 e8e7 a2a3 d7d5 d1c2 b7b6 c3c4 f7f5 a3a4 h7h6 e1f2 a7a5 d2d3 c7c5 f2e1 c8b7 c2c3 g5g6 a1a2 b8a6 a2a3 g6h7 h4h5 a8b8 b2b3 a6b4 f3f4 b8a8 c1b2 b7c8 h1h2 a8a7 c3c1 b6b5 e1f2 c8b7 g2g3 a7a6 g3g4 g8f6 d3d4 e5f4 f1h3 f6g8 b1c3 g7g6 g4g5 a6a8 c3d5 e7d8 f2f1 a8a7 h2g2 a7a6 c1e1 g8e7 b2c1 b7c8 e1c3 c8b7 c4b5 e7c8 f1e1 f8d6 g1f3 g6h5 c1d2 h8g8 d5f6 g8h8 g2f2 h8g8 a3a2 h5h4 c3c5 g8f8 e1d1 f8h8 e2e3 d6e7 d1e1 h8e8 a2a1 e7d6 e1e2 e8e7 c5e5 h7h8 a1b1 h8g8 d2e1 g8h8 e2d1 e7e8 d1e2 h8h7 f3g1 e8e7 f2f3 e7d7 e5f4 d8e7 e1d2 d7c7 g5g6 e7f6 b1d1 b7c6 d2e1 d6e7 d1d2 e7d8 f4g5 f6g7 e2f2 c6b5 e3e4 c7d7 d2d3 a6d6 f2f1 b5a4 f1e2 g7h8 d3d2 b4a2 h3g4 d6c6 g5d8 d7d8 g1h3 c6g6 e2d1 f5f4
